X	Y	Species	Type	Diam	Height	ParamG1
39.003	40.943	CADE	Adult	11.3	0	0
34.231	45.856	ABCO	Adult	8.4	0	0
65.431	14.655	QUKE	Adult	22.3	0	0
9.609	70.535	PILA	Adult	19.6	0	0
51.323	28.977	CADE	Adult	11.4	0	0
27.104	53.35	CADE	Adult	3.3	0	0
7.369	73.114	CADE	Adult	3.4	0	0
37.709	42.887	QUKE	Adult	20.3	0	0
37.264	43.417	CADE	Adult	9.2	0	0
46.808	33.915	CADE	Adult	86	0	0
57.493	23.33	QUKE	Adult	28.9	0	0
25.763	55.187	QUCH	Adult	0.3	0	0
34.983	46.023	QUKE	Adult	18.1	0	0
56.928	24.332	CADE	Adult	24.5	0	0
57.522	23.909	QUKE	Adult	30.3	0	0
38.711	42.776	ABCO	Adult	14.4	0	0
6.843	74.701	CADE	Adult	11.3	0	0
61.742	20.508	QUKE	Adult	33.9	0	0
36.628	45.679	CADE	Adult	5.1	0	0
52.093	30.328	CADE	Adult	4.5	0	0
25.816	56.689	CADE	Adult	58.1	0	0
10.209	72.523	CADE	Adult	6.1	0	0
54.282	28.647	CADE	Adult	8.6	0	0
28.691	54.38	PILA	Adult	25.1	0	0
60.667	22.475	CADE	Adult	20.7	0	0
52.083	31.172	CADE	Adult	4.4	0	0
42.357	41.166	CADE	Adult	2	0	0
54.267	29.596	CADE	Adult	7.5	0	0
42.562	41.329	CADE	Adult	12.8	0	0
56.427	27.69	QUKE	Adult	34.8	0	0
25.326	58.805	PILA	Adult	11.4	0	0
18.533	65.612	CADE	Adult	74.1	0	0
54.767	29.676	QUKE	Adult	38.4	0	0
55.204	29.295	CADE	Adult	13	0	0
9.405	75.378	QUCH	Adult	0.5	0	0
40.463	44.403	CADE	Adult	14.6	0	0
9.267	75.6	QUCH	Adult	0.3	0	0
25.589	59.56	PILA	Adult	20.6	0	0
39.706	45.599	QUKE	Adult	35.7	0	0
39.196	46.18	CADE	Adult	7.9	0	0
9.597	75.808	QUCH	Adult	0.4	0	0
48.135	37.397	ABCO	Adult	24	0	0
50.63	34.93	CADE	Adult	87.8	0	0
1.958	83.715	CADE	Adult	37.4	0	0
40.331	45.427	QUKE	Adult	27.6	0	0
55.025	30.832	CADE	Adult	16	0	0
77.54	8.331	CADE	Adult	24.6	0	0
45.046	40.867	QUKE	Adult	15.3	0	0
11.536	74.504	QUCH	Adult	0.8	0	0
52.052	34.342	CADE	Adult	7.4	0	0
10.885	75.806	CADE	Adult	17.1	0	0
45.497	41.195	CADE	Adult	14	0	0
77.033	9.8	CADE	Adult	56	0	0
7.467	79.521	CADE	Adult	12.8	0	0
43.396	43.677	QUKE	Adult	29.5	0	0
35.617	51.626	CADE	Adult	7.2	0	0
8.97	78.457	CADE	Adult	17.3	0	0
51.347	36.122	ABCO	Adult	20.9	0	0
71.453	16.497	PIPO	Adult	114.3	0	0
48.389	39.561	QUKE	Adult	23.2	0	0
51.311	36.695	ABCO	Adult	14	0	0
35.205	52.83	PILA	Adult	20.1	0	0
46.578	41.57	CADE	Adult	15.6	0	0
43.465	44.683	QUKE	Adult	25	0	0
47.382	40.837	CADE	Adult	20	0	0
27.818	60.542	CADE	Adult	77.6	0	0
34.01	54.463	PILA	Adult	16.1	0	0
48.359	40.128	QUKE	Adult	20.1	0	0
51.352	37.305	ABCO	Adult	7.1	0	0
7.792	80.893	QUCH	Adult	0.3	0	0
69.082	19.632	CADE	Adult	8.1	0	0
7.667	81.061	QUCH	Adult	0.8	0	0
38.301	50.568	CADE	Adult	0.2	0	0
8.086	80.853	QUCH	Adult	0.3	0	0
8.345	80.765	QUCH	Adult	0.8	0	0
38.945	50.362	CADE	Adult	7.7	0	0
8.261	81.061	QUKE	Adult	25.8	0	0
63.804	25.645	CADE	Adult	22.4	0	0
10.501	79.189	CADE	Adult	8.1	0	0
80.409	9.379	CADE	Adult	43.2	0	0
70.839	19.048	CADE	Adult	28.6	0	0
50.717	39.524	QUKE	Adult	15.3	0	0
10.739	79.53	CADE	Adult	9.1	0	0
52.374	37.924	QUKE	Adult	16	0	0
32.7	57.753	ABCO	Adult	47.3	0	0
12.28	78.258	PILA	Adult	19.1	0	0
37.434	53.5	CADE	Adult	12.7	0	0
13.154	77.822	PILA	Adult	3.9	0	0
61.589	29.642	CADE	Adult	19.1	0	0
69.446	22.294	CADE	Adult	30.8	0	0
40.826	50.971	CADE	Adult	9.5	0	0
69.882	21.915	CADE	Adult	12.5	0	0
39.37	52.469	CADE	Adult	10.6	0	0
70.224	21.629	CADE	Adult	28.5	0	0
11.833	80.048	PILA	Adult	7	0	0
40.519	51.476	CADE	Adult	4.9	0	0
77.282	14.882	CADE	Adult	20.1	0	0
41.429	50.849	QUKE	Adult	25.4	0	0
67.719	24.601	CADE	Adult	14.9	0	0
38.9	53.434	CADE	Adult	11.1	0	0
64.064	28.27	CADE	Adult	12.3	0	0
74.784	17.578	CADE	Adult	10	0	0
80.259	12.103	CADE	Adult	19.3	0	0
41.799	50.62	QUKE	Adult	25.4	0	0
14.214	78.29	PILA	Adult	0.9	0	0
9.505	83.084	CADE	Adult	27	0	0
10.622	82.08	QUCH	Adult	1.5	0	0
76.497	16.219	PIPO	Adult	49.3	0	0
22.374	70.455	CADE	Adult	15.2	0	0
41.748	51.151	QUKE	Adult	22.8	0	0
67.264	25.664	CADE	Adult	36	0	0
60.855	32.257	CADE	Adult	31.7	0	0
43.817	49.479	CADE	Adult	15	0	0
62.698	30.597	CADE	Adult	17.9	0	0
89.892	3.503	ABCO	Adult	45.2	0	0
37.384	56.279	CADE	Adult	9.5	0	0
13.173	80.519	CADE	Adult	0.2	0	0
77.867	15.923	CADE	Adult	29.9	0	0
11.71	82.264	PIPO	Adult	1.9	0	0
21.951	72.137	PILA	Adult	14.7	0	0
72.445	21.742	CADE	Adult	19	0	0
75.899	18.415	CADE	Adult	8.6	0	0
38.858	55.513	CADE	Adult	8	0	0
65.784	28.742	CADE	Adult	26.1	0	0
86.956	7.584	ABCO	Adult	24.5	0	0
81.427	13.156	ABCO	Adult	10	0	0
20.347	74.236	CADE	Adult	23.3	0	0
41.4	53.466	ABCO	Adult	38.9	0	0
94.444	0.464	ABCO	Adult	18.4	0	0
60.077	34.887	CADE	Adult	10.8	0	0
72.804	22.33	CADE	Adult	15.4	0	0
39.341	55.822	QUKE	Adult	42.7	0	0
14.076	81.143	CADE	Adult	8.3	0	0
22.468	72.793	CADE	Adult	13.4	0	0
49.184	46.163	CADE	Adult	19.2	0	0
14.414	80.932	QUCH	Adult	1.8	0	0
39.6	56.156	QUKE	Adult	27.9	0	0
20.479	75.489	CADE	Adult	20.9	0	0
37.07	58.898	CADE	Adult	4.3	0	0
69.336	26.661	CADE	Adult	15	0	0
33.206	63.017	CADE	Adult	22.1	0	0
40.958	55.35	CADE	Adult	10.2	0	0
23.957	72.365	CADE	Adult	21	0	0
14.736	81.6	CADE	Adult	47.3	0	0
35.725	60.936	CADE	Adult	50	0	0
59.825	36.964	CADE	Adult	26.9	0	0
43.694	53.378	CADE	Adult	22.2	0	0
10.228	86.957	QUKE	Adult	1.2	0	0
87.581	9.632	QUKE	Adult	25.5	0	0
17.076	80.222	PILA	Adult	8.5	0	0
38.09	59.222	CADE	Adult	1.3	0	0
62.78	34.546	CADE	Adult	11.3	0	0
59.395	37.96	CADE	Adult	6.5	0	0
66.364	31.174	CADE	Adult	33	0	0
10.601	86.937	QUKE	Adult	0.3	0	0
48.474	49.164	PIPO	Adult	19.4	0	0
92.214	5.466	ABCO	Adult	2	0	0
67.027	30.696	QUKE	Adult	26	0	0
10.997	86.754	QUKE	Adult	0.2	0	0
41.652	56.141	CADE	Adult	11.5	0	0
46.857	50.936	PIPO	Adult	35.9	0	0
65.552	32.255	QUKE	Adult	29.1	0	0
14.866	83.125	PILA	Adult	5.2	0	0
22.692	75.327	CADE	Adult	9.8	0	0
66.728	31.347	QUKE	Adult	21.7	0	0
49.261	48.829	CADE	Adult	30.7	0	0
15.332	82.857	CADE	Adult	0.2	0	0
28.551	69.695	PILA	Adult	11.8	0	0
20.312	77.961	ABCO	Adult	2.9	0	0
14.869	83.419	PILA	Adult	6.1	0	0
62.541	35.761	CADE	Adult	7.6	0	0
19.665	78.651	CADE	Adult	15.6	0	0
77.518	20.826	CADE	Adult	18.1	0	0
15.105	83.253	CADE	Adult	4.4	0	0
20.683	77.676	QUKE	Adult	12.6	0	0
57.394	41.021	CADE	Adult	11.6	0	0
15.883	82.645	CADE	Adult	0.6	0	0
19.991	78.565	QUKE	Adult	9.6	0	0
24.837	73.776	CADE	Adult	17.8	0	0
71.403	27.253	CADE	Adult	14.9	0	0
18.527	80.129	QUKE	Adult	18.9	0	0
18.096	80.744	CADE	Adult	13.5	0	0
20.795	78.087	QUKE	Adult	14.3	0	0
87.795	11.228	ABCO	Adult	36.8	0	0
22.121	76.973	CADE	Adult	19.1	0	0
26.338	72.813	CADE	Adult	13.1	0	0
71.807	27.372	QUKE	Adult	18.2	0	0
15.657	83.762	QUCH	Adult	0.5	0	0
64.62	34.799	QUKE	Adult	24.4	0	0
10.926	88.507	QUKE	Adult	28.7	0	0
